indicator,year,name,category,group,value
good_self_rated_health,2018,stratford,Education,High school or less,0.40816326530612246
good_self_rated_health,2018,stratford,Education,Some college or Associate's,0.5
good_self_rated_health,2018,stratford,Education,Bachelor's or higher,0.61
good_self_rated_health,2018,stratford,Income,$75K+,0.67
good_self_rated_health,2018,stratford,Income,<$75K,0.44
good_self_rated_health,2018,stratford,With children,No children,0.48484848484848486
good_self_rated_health,2018,stratford,With children,Children in household,0.5599999999999999
good_self_rated_health,2018,trumbull,Total,Total,0.5700000000000001
good_self_rated_health,2018,trumbull,Gender,Male,0.5900000000000001
good_self_rated_health,2018,trumbull,Gender,Female,0.54
good_self_rated_health,2018,trumbull,Age,Under age 55,0.61
good_self_rated_health,2018,trumbull,Age,Age 55 or older,0.5
good_self_rated_health,2018,trumbull,Education,Bachelor's or higher,0.62
good_self_rated_health,2018,trumbull,Education,Some college or less,0.45999999999999996
good_self_rated_health,2018,trumbull,Income,$100K+,0.6799999999999999
good_self_rated_health,2018,trumbull,Income,<$100K,0.5
good_self_rated_health,2018,valley,Total,Total,0.6
good_self_rated_health,2018,valley,Gender,Male,0.61
good_self_rated_health,2018,valley,Gender,Female,0.57
good_self_rated_health,2018,valley,Age,Ages 18-34,0.6699999999999999
good_self_rated_health,2018,valley,Age,Ages 35-49,0.62
good_self_rated_health,2018,valley,Age,Ages 50-64,0.56
good_self_rated_health,2018,valley,Age,Ages 65+,0.5
good_self_rated_health,2018,valley,Race/Ethnicity,White,0.58
good_self_rated_health,2018,valley,Race/Ethnicity,Not white,0.62
good_self_rated_health,2018,valley,Education,High school or less,0.53
good_self_rated_health,2018,valley,Education,Some college or Associate's,0.5700000000000001
good_self_rated_health,2018,valley,Education,Bachelor's or higher,0.64
good_self_rated_health,2018,valley,Income,<$30K,0.47000000000000003
good_self_rated_health,2018,valley,Income,$30K-$75K,0.5700000000000001
good_self_rated_health,2018,valley,Income,$75K+,0.6699999999999999
good_self_rated_health,2018,valley,With children,No children,0.56
good_self_rated_health,2018,valley,With children,Children in household,0.65
good_self_rated_health,2018,wallingford,Total,Total,0.5816326530612245
good_self_rated_health,2018,wallingford,Gender,Male,0.6145833333333335
good_self_rated_health,2018,wallingford,Gender,Female,0.56
good_self_rated_health,2018,wallingford,Age,Under age 55,0.61
good_self_rated_health,2018,wallingford,Age,Age 55 or older,0.5578947368421053
good_self_rated_health,2018,wallingford,Education,Bachelor's or higher,0.6701030927835052
good_self_rated_health,2018,wallingford,Education,Some college or less,0.48484848484848486
good_self_rated_health,2018,wallingford,Income,$75K+,0.5959595959595959
good_self_rated_health,2018,wallingford,Income,<$75K,0.5353535353535354
good_self_rated_health,2018,waterbury,Total,Total,0.49
good_self_rated_health,2018,waterbury,Gender,Male,0.5
good_self_rated_health,2018,waterbury,Gender,Female,0.47
good_self_rated_health,2018,waterbury,Age,Ages 18-34,0.6000000000000001
good_self_rated_health,2018,waterbury,Age,Ages 35-49,0.53
good_self_rated_health,2018,waterbury,Age,Ages 50-64,0.41
good_self_rated_health,2018,waterbury,Age,Ages 65+,0.31313131313131315
good_self_rated_health,2018,waterbury,Race/Ethnicity,White,0.43000000000000005
good_self_rated_health,2018,waterbury,Race/Ethnicity,Black,0.54
good_self_rated_health,2018,waterbury,Race/Ethnicity,Latino,0.55
good_self_rated_health,2018,waterbury,Education,High school or less,0.44
good_self_rated_health,2018,waterbury,Education,Some college or Associate's,0.44
good_self_rated_health,2018,waterbury,Education,Bachelor's or higher,0.6262626262626263
good_self_rated_health,2018,waterbury,Income,<$30K,0.4
good_self_rated_health,2018,waterbury,Income,$30K-$75K,0.47
good_self_rated_health,2018,waterbury,Income,$75K+,0.6767676767676767
good_self_rated_health,2018,waterbury,With children,No children,0.44000000000000006
good_self_rated_health,2018,waterbury,With children,Children in household,0.55
good_self_rated_health,2018,west_hartford,Total,Total,0.76
good_self_rated_health,2018,west_hartford,Gender,Male,0.79
good_self_rated_health,2018,west_hartford,Gender,Female,0.74
good_self_rated_health,2018,west_hartford,Age,Under age 55,0.8
good_self_rated_health,2018,west_hartford,Age,Age 55 or older,0.72
good_self_rated_health,2018,west_hartford,Education,Bachelor's or higher,0.81
good_self_rated_health,2018,west_hartford,Education,Some college or less,0.66
good_self_rated_health,2018,west_hartford,Income,$75K+,0.86
good_self_rated_health,2018,west_hartford,Income,<$75K,0.6000000000000001
good_self_rated_health,2018,west_hartford,With children,No children,0.73
good_self_rated_health,2018,west_hartford,With children,Children in household,0.81
good_self_rated_health,2018,west_haven,Total,Total,0.44999999999999996
good_self_rated_health,2018,west_haven,Gender,Male,0.42
good_self_rated_health,2018,west_haven,Gender,Female,0.47000000000000003
good_self_rated_health,2018,west_haven,Age,Under age 55,0.45000000000000007
good_self_rated_health,2018,west_haven,Age,Age 55 or older,0.43
good_self_rated_health,2018,west_haven,Race/Ethnicity,White,0.42000000000000004
good_self_rated_health,2018,west_haven,Race/Ethnicity,Not white,0.48
good_self_rated_health,2018,west_haven,Education,High school or less,0.39
good_self_rated_health,2018,west_haven,Education,Some college or Associate's,0.42000000000000004
good_self_rated_health,2018,west_haven,Education,Bachelor's or higher,0.54
good_self_rated_health,2018,west_haven,Income,$75K+,0.51
good_self_rated_health,2018,west_haven,Income,<$75K,0.39
good_self_rated_health,2018,west_haven,With children,No children,0.45
good_self_rated_health,2018,west_haven,With children,Children in household,0.48
not_anxious,2018,5ct,Wealthy,Wealthy,0.88
not_anxious,2018,5ct,Suburban,Suburban,0.9
not_anxious,2018,5ct,Rural,Rural,0.8787878787878788
not_anxious,2018,5ct,Urban Periphery,Urban Periphery,0.8787878787878788
not_anxious,2018,5ct,Urban Core,Urban Core,0.8282828282828283
not_anxious,2018,bridgeport,Total,Total,0.8383838383838385
not_anxious,2018,bridgeport,Gender,Male,0.8383838383838385
not_anxious,2018,bridgeport,Gender,Female,0.8181818181818182
not_anxious,2018,bridgeport,Age,Ages 18-34,0.85
not_anxious,2018,bridgeport,Age,Ages 35-49,0.8
not_anxious,2018,bridgeport,Age,Ages 50-64,0.8300000000000001
not_anxious,2018,bridgeport,Age,Ages 65+,0.8333333333333334
not_anxious,2018,bridgeport,Race/Ethnicity,White,0.8181818181818182
not_anxious,2018,bridgeport,Race/Ethnicity,Black,0.8181818181818182
not_anxious,2018,bridgeport,Race/Ethnicity,Latino,0.7777777777777778
not_anxious,2018,bridgeport,Education,High school or less,0.797979797979798
not_anxious,2018,bridgeport,Education,Some college or Associate's,0.8282828282828283
not_anxious,2018,bridgeport,Education,Bachelor's or higher,0.88
not_anxious,2018,bridgeport,Income,<$30K,0.787878787878788
not_anxious,2018,bridgeport,Income,$30K-$75K,0.8686868686868687
not_anxious,2018,bridgeport,Income,$75K+,0.84
not_anxious,2018,bridgeport,With children,No children,0.8383838383838385
not_anxious,2018,bridgeport,With children,Children in household,0.81
not_anxious,2018,bristol,Total,Total,0.8979591836734694
not_anxious,2018,bristol,Gender,Male,0.9081632653061225
not_anxious,2018,bristol,Gender,Female,0.8686868686868687
not_anxious,2018,bristol,Age,Under age 55,0.8787878787878788
not_anxious,2018,bristol,Age,Age 55 or older,0.9381443298969072
not_anxious,2018,bristol,Education,Bachelor's or higher,0.88
not_anxious,2018,bristol,Education,Some college or less,0.8877551020408163
not_anxious,2018,bristol,Income,$75K+,0.9897959183673469
not_anxious,2018,bristol,Income,<$75K,0.8383838383838385
not_anxious,2018,bristol,With children,No children,0.898989898989899
not_anxious,2018,bristol,With children,Children in household,0.8556701030927836
not_anxious,2018,cchd_central_ct_health_district,Total,Total,0.888888888888889
not_anxious,2018,cchd_central_ct_health_district,Gender,Male,0.8686868686868687
not_anxious,2018,cchd_central_ct_health_district,Gender,Female,0.91
not_anxious,2018,cchd_central_ct_health_district,Age,Under age 55,0.86
not_anxious,2018,cchd_central_ct_health_district,Age,Age 55 or older,0.9090909090909092
not_anxious,2018,cchd_central_ct_health_district,Education,Bachelor's or higher,0.92
not_anxious,2018,cchd_central_ct_health_district,Education,Some college or less,0.8383838383838383
not_anxious,2018,cchd_central_ct_health_district,Income,$75K+,0.9299999999999999
not_anxious,2018,cchd_central_ct_health_district,Income,<$75K,0.797979797979798
not_anxious,2018,cchd_central_ct_health_district,With children,No children,0.89
not_anxious,2018,cchd_central_ct_health_district,With children,Children in household,0.8585858585858586
not_anxious,2018,chesprocott,Total,Total,0.8775510204081632
not_anxious,2018,chesprocott,Gender,Male,0.87
not_anxious,2018,chesprocott,Gender,Female,0.865979381443299
not_anxious,2018,chesprocott,Age,Under age 55,0.8585858585858586
not_anxious,2018,chesprocott,Age,Age 55 or older,0.888888888888889
not_anxious,2018,chesprocott,Education,Bachelor's or higher,0.8775510204081632
not_anxious,2018,chesprocott,Education,Some college or less,0.85
not_anxious,2018,chesprocott,Income,$75K+,0.9494949494949495
not_anxious,2018,chesprocott,Income,<$75K,0.787878787878788
not_anxious,2018,chesprocott,With children,No children,0.9072164948453608
not_anxious,2018,chesprocott,With children,Children in household,0.86
not_anxious,2018,connecticut,Total,Total,0.8686868686868687
not_anxious,2018,connecticut,Gender,Male,0.8686868686868687
not_anxious,2018,connecticut,Gender,Female,0.8686868686868687
not_anxious,2018,connecticut,Age,Ages 18-34,0.81
not_anxious,2018,connecticut,Age,Ages 35-49,0.88
not_anxious,2018,connecticut,Age,Ages 50-64,0.9
not_anxious,2018,connecticut,Age,Ages 65+,0.8979591836734694
not_anxious,2018,connecticut,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,connecticut,Race/Ethnicity,Black,0.8686868686868687
not_anxious,2018,connecticut,Race/Ethnicity,Latino,0.79
not_anxious,2018,connecticut,Education,High school or less,0.8282828282828283
not_anxious,2018,connecticut,Education,Some college or Associate's,0.8484848484848485
not_anxious,2018,connecticut,Education,Bachelor's or higher,0.9191919191919192
not_anxious,2018,connecticut,Income,<$15K,0.7373737373737373
not_anxious,2018,connecticut,Income,$15K-$30K,0.8181818181818182
not_anxious,2018,connecticut,Income,$30K-$50K,0.8585858585858586
not_anxious,2018,connecticut,Income,$50K-$75K,0.87
not_anxious,2018,connecticut,Income,$75K-$100K,0.9
not_anxious,2018,connecticut,Income,$100K-$200K,0.92
not_anxious,2018,connecticut,Income,$200K+,0.9292929292929294
not_anxious,2018,connecticut,With children,No children,0.8787878787878788
not_anxious,2018,connecticut,With children,Children in household,0.86
not_anxious,2018,danbury,Total,Total,0.8877551020408163
not_anxious,2018,danbury,Gender,Male,0.8571428571428571
not_anxious,2018,danbury,Gender,Female,0.888888888888889
not_anxious,2018,danbury,Age,Ages 18-34,0.76
not_anxious,2018,danbury,Age,Ages 35-49,0.9299999999999999
not_anxious,2018,danbury,Age,Ages 50-64,0.9278350515463918
not_anxious,2018,danbury,Age,Ages 65+,0.9183673469387755
not_anxious,2018,danbury,Race/Ethnicity,White,0.9081632653061225
not_anxious,2018,danbury,Race/Ethnicity,Not white,0.8163265306122449
not_anxious,2018,danbury,Education,High school or less,0.8571428571428571
not_anxious,2018,danbury,Education,Some college or Associate's,0.8787878787878788
not_anxious,2018,danbury,Education,Bachelor's or higher,0.898989898989899
not_anxious,2018,danbury,Income,<$30K,0.7755102040816326
not_anxious,2018,danbury,Income,$30K-$75K,0.86
not_anxious,2018,danbury,Income,$75K+,0.91
not_anxious,2018,danbury,With children,No children,0.8673469387755102
not_anxious,2018,danbury,With children,Children in household,0.9
not_anxious,2018,darien,Total,Total,0.9090909090909092
not_anxious,2018,darien,Gender,Male,0.9591836734693877
not_anxious,2018,darien,Gender,Female,0.84
not_anxious,2018,east_hartford,Total,Total,0.8585858585858586
not_anxious,2018,east_haven,Total,Total,0.89
not_anxious,2018,east_haven,Gender,Male,0.87
not_anxious,2018,east_haven,Gender,Female,0.8979591836734694
not_anxious,2018,east_haven,Age,Under age 55,0.87
not_anxious,2018,east_haven,Age,Age 55 or older,0.9081632653061225
not_anxious,2018,east_haven,Education,High school or less,0.8163265306122449
not_anxious,2018,east_haven,Education,Some college or higher,0.92
not_anxious,2018,east_haven,Income,$75K+,0.8300000000000001
not_anxious,2018,east_haven,Income,<$75K,0.9292929292929294
not_anxious,2018,ehhd,Total,Total,0.87
not_anxious,2018,ehhd,Gender,Male,0.8500000000000001
not_anxious,2018,ehhd,Gender,Female,0.89
not_anxious,2018,ehhd,Age,Under age 55,0.87
not_anxious,2018,ehhd,Age,Age 55 or older,0.8700000000000001
not_anxious,2018,ehhd,Education,Bachelor's or higher,0.9299999999999999
not_anxious,2018,ehhd,Education,Some college or less,0.8200000000000001
not_anxious,2018,ehhd,Income,$75K+,0.94
not_anxious,2018,ehhd,Income,<$75K,0.82
not_anxious,2018,ehhd,With children,No children,0.89
not_anxious,2018,ehhd,With children,Children in household,0.84
not_anxious,2018,fairfield,Total,Total,0.9400000000000001
not_anxious,2018,fairfield,Gender,Male,0.9696969696969697
not_anxious,2018,fairfield,Gender,Female,0.9595959595959596
not_anxious,2018,fairfield,Age,Under age 55,0.96
not_anxious,2018,fairfield,Age,Age 55 or older,0.9292929292929293
not_anxious,2018,fairfield,Education,Bachelor's or higher,0.93
not_anxious,2018,fairfield,Education,Some college or less,0.98989898989899
not_anxious,2018,fairfield,Income,$75K+,0.9797979797979798
not_anxious,2018,fairfield,Income,<$75K,0.9199999999999999
not_anxious,2018,fairfield,With children,No children,0.93
not_anxious,2018,fairfield,With children,Children in household,0.97
not_anxious,2018,fairfield_county,Total,Total,0.8787878787878788
not_anxious,2018,fairfield_county,Gender,Male,0.8775510204081632
not_anxious,2018,fairfield_county,Gender,Female,0.8787878787878788
not_anxious,2018,fairfield_county,Age,Ages 18-34,0.8400000000000001
not_anxious,2018,fairfield_county,Age,Ages 35-49,0.86
not_anxious,2018,fairfield_county,Age,Ages 50-64,0.888888888888889
not_anxious,2018,fairfield_county,Age,Ages 65+,0.8877551020408163
not_anxious,2018,fairfield_county,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,fairfield_county,Race/Ethnicity,Black,0.8383838383838383
not_anxious,2018,fairfield_county,Race/Ethnicity,Latino,0.79
not_anxious,2018,fairfield_county,Education,High school or less,0.8163265306122449
not_anxious,2018,fairfield_county,Education,Some college or Associate's,0.8585858585858587
not_anxious,2018,fairfield_county,Education,Bachelor's or higher,0.9099999999999999
not_anxious,2018,fairfield_county,Income,<$15K,0.7676767676767677
not_anxious,2018,fairfield_county,Income,$15K-$30K,0.787878787878788
not_anxious,2018,fairfield_county,Income,$30K-$50K,0.86
not_anxious,2018,fairfield_county,Income,$50K-$75K,0.87
not_anxious,2018,fairfield_county,Income,$75K-$100K,0.9081632653061225
not_anxious,2018,fairfield_county,Income,$100K-$200K,0.8999999999999999
not_anxious,2018,fairfield_county,Income,$200K+,0.9099999999999999
not_anxious,2018,fairfield_county,With children,No children,0.8877551020408163
not_anxious,2018,fairfield_county,With children,Children in household,0.888888888888889
not_anxious,2018,fcht,Total,Total,0.9292929292929293
not_anxious,2018,fcht,Gender,Male,0.9191919191919191
not_anxious,2018,fcht,Gender,Female,0.9191919191919192
not_anxious,2018,fcht,Age,Under age 55,0.888888888888889
not_anxious,2018,fcht,Age,Age 55 or older,0.9494949494949496
not_anxious,2018,fcht,Education,Bachelor's or higher,0.9494949494949495
not_anxious,2018,fcht,Education,Some college or less,0.898989898989899
not_anxious,2018,fcht,Income,$75K+,0.9292929292929293
not_anxious,2018,fcht,Income,<$75K,0.9
not_anxious,2018,greater_bridgeport,Total,Total,0.8787878787878788
not_anxious,2018,greater_bridgeport,Gender,Male,0.87
not_anxious,2018,greater_bridgeport,Gender,Female,0.8686868686868687
not_anxious,2018,greater_bridgeport,Age,Ages 18-34,0.85
not_anxious,2018,greater_bridgeport,Age,Ages 35-49,0.85
not_anxious,2018,greater_bridgeport,Age,Ages 50-64,0.8787878787878788
not_anxious,2018,greater_bridgeport,Age,Ages 65+,0.8877551020408164
not_anxious,2018,greater_bridgeport,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,greater_bridgeport,Race/Ethnicity,Black,0.8080808080808082
not_anxious,2018,greater_bridgeport,Race/Ethnicity,Latino,0.787878787878788
not_anxious,2018,greater_bridgeport,Education,High school or less,0.797979797979798
not_anxious,2018,greater_bridgeport,Education,Some college or Associate's,0.85
not_anxious,2018,greater_bridgeport,Education,Bachelor's or higher,0.9099999999999999
not_anxious,2018,greater_bridgeport,Income,<$15K,0.7575757575757576
not_anxious,2018,greater_bridgeport,Income,$15K-$30K,0.797979797979798
not_anxious,2018,greater_bridgeport,Income,$30K-$50K,0.8686868686868687
not_anxious,2018,greater_bridgeport,Income,$50K-$75K,0.91
not_anxious,2018,greater_bridgeport,Income,$75K-$100K,0.88
not_anxious,2018,greater_bridgeport,Income,$100K-$200K,0.9199999999999999
not_anxious,2018,greater_bridgeport,Income,$200K+,0.9292929292929293
not_anxious,2018,greater_bridgeport,With children,No children,0.8686868686868687
not_anxious,2018,greater_bridgeport,With children,Children in household,0.86
not_anxious,2018,greater_greenwich,Total,Total,0.8979591836734694
not_anxious,2018,greater_greenwich,Gender,Male,0.8877551020408163
not_anxious,2018,greater_greenwich,Gender,Female,0.8787878787878788
not_anxious,2018,greater_greenwich,Age,Ages 18-34,0.86
not_anxious,2018,greater_greenwich,Age,Ages 35-49,0.8775510204081634
not_anxious,2018,greater_greenwich,Age,Ages 50-64,0.8999999999999999
not_anxious,2018,greater_greenwich,Age,Ages 65+,0.8877551020408163
not_anxious,2018,greater_greenwich,Race/Ethnicity,White,0.898989898989899
not_anxious,2018,greater_greenwich,Race/Ethnicity,Black,0.8484848484848486
not_anxious,2018,greater_greenwich,Race/Ethnicity,Latino,0.8383838383838385
not_anxious,2018,greater_greenwich,Education,High school or less,0.8181818181818181
not_anxious,2018,greater_greenwich,Education,Some college or Associate's,0.8686868686868687
not_anxious,2018,greater_greenwich,Education,Bachelor's or higher,0.9183673469387755
not_anxious,2018,greater_greenwich,Income,<$30K,0.7272727272727273
not_anxious,2018,greater_greenwich,Income,$30K-$75K,0.88
not_anxious,2018,greater_greenwich,Income,$75K+,0.9191919191919192
not_anxious,2018,greater_greenwich,With children,No children,0.8979591836734694
not_anxious,2018,greater_greenwich,With children,Children in household,0.9183673469387755
not_anxious,2018,greater_hartford,Total,Total,0.8787878787878788
not_anxious,2018,greater_hartford,Gender,Male,0.888888888888889
not_anxious,2018,greater_hartford,Gender,Female,0.8585858585858586
not_anxious,2018,greater_hartford,Age,Ages 18-34,0.8080808080808082
not_anxious,2018,greater_hartford,Age,Ages 35-49,0.9090909090909092
not_anxious,2018,greater_hartford,Age,Ages 50-64,0.91
not_anxious,2018,greater_hartford,Age,Ages 65+,0.8787878787878788
not_anxious,2018,greater_hartford,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,greater_hartford,Race/Ethnicity,Black,0.86
not_anxious,2018,greater_hartford,Race/Ethnicity,Latino,0.78
not_anxious,2018,greater_hartford,Education,High school or less,0.8181818181818181
not_anxious,2018,greater_hartford,Education,Some college or Associate's,0.8686868686868687
not_anxious,2018,greater_hartford,Education,Bachelor's or higher,0.9090909090909092
not_anxious,2018,greater_hartford,Income,<$15K,0.72
not_anxious,2018,greater_hartford,Income,$15K-$30K,0.8484848484848486
not_anxious,2018,greater_hartford,Income,$30K-$50K,0.8686868686868687
not_anxious,2018,greater_hartford,Income,$50K-$75K,0.87
not_anxious,2018,greater_hartford,Income,$75K-$100K,0.898989898989899
not_anxious,2018,greater_hartford,Income,$100K-$200K,0.92
not_anxious,2018,greater_hartford,Income,$200K+,0.9175257731958764
not_anxious,2018,greater_hartford,With children,No children,0.8686868686868687
not_anxious,2018,greater_hartford,With children,Children in household,0.87
not_anxious,2018,greater_new_haven,Total,Total,0.86
not_anxious,2018,greater_new_haven,Gender,Male,0.85
not_anxious,2018,greater_new_haven,Gender,Female,0.86
not_anxious,2018,greater_new_haven,Age,Ages 18-34,0.81
not_anxious,2018,greater_new_haven,Age,Ages 35-49,0.8400000000000001
not_anxious,2018,greater_new_haven,Age,Ages 50-64,0.9
not_anxious,2018,greater_new_haven,Age,Ages 65+,0.9285714285714286
not_anxious,2018,greater_new_haven,Race/Ethnicity,White,0.87
not_anxious,2018,greater_new_haven,Race/Ethnicity,Black,0.8585858585858586
not_anxious,2018,greater_new_haven,Race/Ethnicity,Latino,0.79
not_anxious,2018,greater_new_haven,Education,High school or less,0.82
not_anxious,2018,greater_new_haven,Education,Some college or Associate's,0.84
not_anxious,2018,greater_new_haven,Education,Bachelor's or higher,0.89
not_anxious,2018,greater_new_haven,Income,<$15K,0.7448979591836735
not_anxious,2018,greater_new_haven,Income,$15K-$30K,0.8
not_anxious,2018,greater_new_haven,Income,$30K-$50K,0.86
not_anxious,2018,greater_new_haven,Income,$50K-$75K,0.8484848484848485
not_anxious,2018,greater_new_haven,Income,$75K-$100K,0.9299999999999999
not_anxious,2018,greater_new_haven,Income,$100K-$200K,0.89
not_anxious,2018,greater_new_haven,Income,$200K+,0.89
not_anxious,2018,greater_new_haven,With children,No children,0.87
not_anxious,2018,greater_new_haven,With children,Children in household,0.8300000000000001
not_anxious,2018,greater_new_london,Total,Total,0.8787878787878788
not_anxious,2018,greater_new_london,Gender,Male,0.8775510204081632
not_anxious,2018,greater_new_london,Gender,Female,0.8787878787878788
not_anxious,2018,greater_new_london,Age,Ages 18-34,0.797979797979798
not_anxious,2018,greater_new_london,Age,Ages 35-49,0.8787878787878788
not_anxious,2018,greater_new_london,Age,Ages 50-64,0.93
not_anxious,2018,greater_new_london,Age,Ages 65+,0.8979591836734694
not_anxious,2018,greater_new_london,Race/Ethnicity,White,0.9090909090909091
not_anxious,2018,greater_new_london,Race/Ethnicity,Not white,0.8061224489795918
not_anxious,2018,greater_new_london,Education,High school or less,0.8163265306122449
not_anxious,2018,greater_new_london,Education,Some college or Associate's,0.826530612244898
not_anxious,2018,greater_new_london,Education,Bachelor's or higher,0.9292929292929294
not_anxious,2018,greater_new_london,Income,<$30K,0.7346938775510204
not_anxious,2018,greater_new_london,Income,$30K-$75K,0.8775510204081632
not_anxious,2018,greater_new_london,Income,$75K+,0.92
not_anxious,2018,greater_new_london,With children,No children,0.8775510204081632
not_anxious,2018,greater_new_london,With children,Children in household,0.8700000000000001
not_anxious,2018,greater_waterbury,Total,Total,0.8686868686868687
not_anxious,2018,greater_waterbury,Gender,Male,0.8787878787878788
not_anxious,2018,greater_waterbury,Gender,Female,0.8484848484848486
not_anxious,2018,greater_waterbury,Age,Ages 18-34,0.8
not_anxious,2018,greater_waterbury,Age,Ages 35-49,0.8787878787878788
not_anxious,2018,greater_waterbury,Age,Ages 50-64,0.9090909090909092
not_anxious,2018,greater_waterbury,Age,Ages 65+,0.8969072164948455
not_anxious,2018,greater_waterbury,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,greater_waterbury,Race/Ethnicity,Black,0.898989898989899
not_anxious,2018,greater_waterbury,Race/Ethnicity,Latino,0.8061224489795918
not_anxious,2018,greater_waterbury,Education,High school or less,0.8181818181818182
not_anxious,2018,greater_waterbury,Education,Some college or Associate's,0.8585858585858586
not_anxious,2018,greater_waterbury,Education,Bachelor's or higher,0.898989898989899
not_anxious,2018,greater_waterbury,Income,<$15K,0.7373737373737373
not_anxious,2018,greater_waterbury,Income,$15K-$30K,0.826530612244898
not_anxious,2018,greater_waterbury,Income,$30K-$50K,0.8484848484848485
not_anxious,2018,greater_waterbury,Income,$50K-$75K,0.83
not_anxious,2018,greater_waterbury,Income,$75K-$100K,0.91
not_anxious,2018,greater_waterbury,Income,$100K-$200K,0.94
not_anxious,2018,greater_waterbury,Income,$200K+,0.95
not_anxious,2018,greater_waterbury,With children,No children,0.8686868686868687
not_anxious,2018,greater_waterbury,With children,Children in household,0.87
not_anxious,2018,greenwich,Total,Total,0.888888888888889
not_anxious,2018,greenwich,Gender,Male,0.8673469387755103
not_anxious,2018,greenwich,Gender,Female,0.9191919191919192
not_anxious,2018,greenwich,Age,Ages 18-34,0.8400000000000001
not_anxious,2018,greenwich,Age,Ages 35-54,0.89
not_anxious,2018,greenwich,Age,Ages 55+,0.8979591836734694
not_anxious,2018,greenwich,Race/Ethnicity,White,0.9081632653061225
not_anxious,2018,greenwich,Race/Ethnicity,Not white,0.88
not_anxious,2018,greenwich,Income,$75K+,0.888888888888889
not_anxious,2018,greenwich,Income,<$75K,0.87
not_anxious,2018,greenwich,With children,No children,0.8979591836734694
not_anxious,2018,greenwich,With children,Children in household,0.9191919191919192
not_anxious,2018,hamden,Total,Total,0.8484848484848486
not_anxious,2018,hamden,Gender,Male,0.888888888888889
not_anxious,2018,hamden,Gender,Female,0.8181818181818182
not_anxious,2018,hamden,Age,Under age 55,0.8400000000000001
not_anxious,2018,hamden,Age,Age 55 or older,0.8762886597938145
not_anxious,2018,hamden,Race/Ethnicity,White,0.8787878787878789
not_anxious,2018,hamden,Race/Ethnicity,Not white,0.8
not_anxious,2018,hamden,Education,High school or less,0.81
not_anxious,2018,hamden,Education,Some college or Associate's,0.8469387755102041
not_anxious,2018,hamden,Education,Bachelor's or higher,0.86
not_anxious,2018,hamden,Income,$75K+,0.8999999999999999
not_anxious,2018,hamden,Income,<$75K,0.81
not_anxious,2018,hamden,With children,No children,0.8585858585858586
not_anxious,2018,hamden,With children,Children in household,0.86
not_anxious,2018,hartford,Total,Total,0.8367346938775511
not_anxious,2018,hartford,Gender,Male,0.8571428571428571
not_anxious,2018,hartford,Gender,Female,0.8247422680412372
not_anxious,2018,hartford,Age,Ages 18-34,0.82
not_anxious,2018,hartford,Age,Ages 35-49,0.8686868686868687
not_anxious,2018,hartford,Age,Ages 50-64,0.888888888888889
not_anxious,2018,hartford,Age,Ages 65+,0.8191489361702128
not_anxious,2018,hartford,Race/Ethnicity,White,0.8979591836734694
not_anxious,2018,hartford,Race/Ethnicity,Black,0.8181818181818181
not_anxious,2018,hartford,Race/Ethnicity,Latino,0.7777777777777778
not_anxious,2018,hartford,Education,High school or less,0.7835051546391752
not_anxious,2018,hartford,Education,Some college or Associate's,0.8686868686868687
not_anxious,2018,hartford,Education,Bachelor's or higher,0.9081632653061225
not_anxious,2018,hartford,Income,<$30K,0.787878787878788
not_anxious,2018,hartford,Income,$30K-$75K,0.89
not_anxious,2018,hartford,Income,$75K+,0.88
not_anxious,2018,hartford,With children,No children,0.8556701030927836
not_anxious,2018,hartford,With children,Children in household,0.8200000000000001
not_anxious,2018,hartford_inner_ring,Total,Total,0.85
not_anxious,2018,hartford_inner_ring,Gender,Male,0.86
not_anxious,2018,hartford_inner_ring,Gender,Female,0.85
not_anxious,2018,hartford_inner_ring,Age,Ages 18-34,0.77
not_anxious,2018,hartford_inner_ring,Age,Ages 35-49,0.8686868686868687
not_anxious,2018,hartford_inner_ring,Age,Ages 50-64,0.88
not_anxious,2018,hartford_inner_ring,Age,Ages 65+,0.9090909090909092
not_anxious,2018,hartford_inner_ring,Race/Ethnicity,White,0.86
not_anxious,2018,hartford_inner_ring,Race/Ethnicity,Black,0.9
not_anxious,2018,hartford_inner_ring,Race/Ethnicity,Latino,0.76
not_anxious,2018,hartford_inner_ring,Education,High school or less,0.8400000000000001
not_anxious,2018,hartford_inner_ring,Education,Some college or Associate's,0.8400000000000001
not_anxious,2018,hartford_inner_ring,Education,Bachelor's or higher,0.87
not_anxious,2018,hartford_inner_ring,Income,<$15K,0.686868686868687
not_anxious,2018,hartford_inner_ring,Income,$15K-$30K,0.8484848484848486
not_anxious,2018,hartford_inner_ring,Income,$30K-$50K,0.83
not_anxious,2018,hartford_inner_ring,Income,$50K-$75K,0.85
not_anxious,2018,hartford_inner_ring,Income,$75K-$100K,0.9090909090909091
not_anxious,2018,hartford_inner_ring,Income,$100K+,0.8999999999999999
not_anxious,2018,hartford_inner_ring,With children,No children,0.86
not_anxious,2018,hartford_inner_ring,With children,Children in household,0.8484848484848486
