code,category,response,value,group,year
OPIOID2_1,Wealthy,Refused,0,Wealthy,2018
OPIOID4,Wealthy,No,0.82,Wealthy,2018
OPIOID4,Wealthy,"Yes, one person",0.09,Wealthy,2018
OPIOID4,Wealthy,"Yes, 2 to 4 people",0.07,Wealthy,2018
OPIOID4,Wealthy,"Yes, 5 or more people",0.01,Wealthy,2018
OPIOID4,Wealthy,Don't know,0,Wealthy,2018
OPIOID4,Wealthy,Refused,0,Wealthy,2018
OPIOID4_1,Wealthy,A family member,0.17,Wealthy,2018
OPIOID4_1,Wealthy,A close friend,0.17,Wealthy,2018
OPIOID4_1,Wealthy,An acquaintance,0.78,Wealthy,2018
OPIOID4_1,Wealthy,Don't know,0.01,Wealthy,2018
OPIOID4_1,Wealthy,Refused,0,Wealthy,2018
Q44,Wealthy,Living comfortably,0.48,Wealthy,2018
Q44,Wealthy,Doing alright,0.31,Wealthy,2018
Q44,Wealthy,Just getting by,0.13,Wealthy,2018
Q44,Wealthy,Finding it difficult,0.05,Wealthy,2018
Q44,Wealthy,Finding it very difficult,0.02,Wealthy,2018
Q44,Wealthy,Don't know,0,Wealthy,2018
Q44,Wealthy,Refused,0.01,Wealthy,2018
Q45,Wealthy,Better off,0.54,Wealthy,2018
Q45,Wealthy,Not,0.38,Wealthy,2018
Q45,Wealthy,Same,0.07,Wealthy,2018
Q45,Wealthy,Don't know,0.01,Wealthy,2018
Q45,Wealthy,Refused,0.01,Wealthy,2018
Q46,Wealthy,Less than a month,0.09,Wealthy,2018
Q46,Wealthy,At least one month but less than 2,0.08,Wealthy,2018
Q46,Wealthy,At least 2 months but less than 6,0.17,Wealthy,2018
Q46,Wealthy,At least 6 months but less than a year,0.12,Wealthy,2018
Q46,Wealthy,At least a year but less than 2 years,0.11,Wealthy,2018
Q46,Wealthy,Two years or more,0.37,Wealthy,2018
Q46,Wealthy,Don't know,0.03,Wealthy,2018
Q46,Wealthy,Refused,0.03,Wealthy,2018
DEBT,Wealthy,Something left over,0.78,Wealthy,2018
DEBT,Wealthy,Break even,0.12,Wealthy,2018
DEBT,Wealthy,Be in debt,0.05,Wealthy,2018
DEBT,Wealthy,Don't know,0.02,Wealthy,2018
DEBT,Wealthy,Refused,0.02,Wealthy,2018
Q47,Wealthy,Yes,0.62,Wealthy,2018
Q47,Wealthy,"No, but would like to work",0.04,Wealthy,2018
Q47,Wealthy,"No, retired",0.19,Wealthy,2018
Q47,Wealthy,"No, homemaker",0.06,Wealthy,2018
Q47,Wealthy,"No, full time student",0.05,Wealthy,2018
Q47,Wealthy,"No, disabled",0.01,Wealthy,2018
Q47,Wealthy,"No, Other",0.02,Wealthy,2018
Q47,Wealthy,Refused,0.02,Wealthy,2018
Q49,Wealthy,Full time,0.71,Wealthy,2018
Q49,Wealthy,Part time,0.29,Wealthy,2018
Q49,Wealthy,Other,0,Wealthy,2018
Q49,Wealthy,Refused,0,Wealthy,2018
Q50,Wealthy,By choice,0.81,Wealthy,2018
Q50,Wealthy,Rather have a full time job,0.18,Wealthy,2018
Q50,Wealthy,Refused,0.01,Wealthy,2018
Q50,Wealthy,"Underemployment Rate (based on Q47,49,50)",0.10964242424242424,Wealthy,2018
Q51,Wealthy,Less than 30,0.12,Wealthy,2018
Q51,Wealthy,30 to 49,0.49,Wealthy,2018
Q51,Wealthy,50 to 79,0.38,Wealthy,2018
Q51,Wealthy,80 or more,0,Wealthy,2018
Q51,Wealthy,Refused,0.01,Wealthy,2018
Q52,Wealthy,Yes,0.1,Wealthy,2018
Q52,Wealthy,No,0.9,Wealthy,2018
Q52,Wealthy,Don't know,0,Wealthy,2018
Q52,Wealthy,Refused,0,Wealthy,2018
Q54,Wealthy,Have necessary education and training,0.66,Wealthy,2018
Q54,Wealthy,Need more,0.33,Wealthy,2018
Q54,Wealthy,Don't know,0,Wealthy,2018
Q54,Wealthy,Refused,0.01,Wealthy,2018
Q56,Wealthy,Drive myself,0.84,Wealthy,2018
Q56,Wealthy,Get a ride with friends or family,0.04,Wealthy,2018
Q56,Wealthy,Public bus system,0.03,Wealthy,2018
Q56,Wealthy,Train or railroad,0.06,Wealthy,2018
Q56,Wealthy,Walk,0.02,Wealthy,2018
Q56,Wealthy,Bicycle,0,Wealthy,2018
Q56,Wealthy,Take a taxi,0,Wealthy,2018
Q56,Wealthy,Ride paratransit,0,Wealthy,2018
Q56,Wealthy,Other,0,Wealthy,2018
Q56,Wealthy,I took no trips last month/Homebound,0,Wealthy,2018
Q56,Wealthy,Don't know,0,Wealthy,2018
Q56,Wealthy,Refused,0,Wealthy,2018
Q56NEW,Wealthy,Less than 15 minutes,0.36,Wealthy,2018
Q56NEW,Wealthy,15 to 29 minutes,0.2,Wealthy,2018
Q56NEW,Wealthy,30 to 59 minutes,0.31,Wealthy,2018
Q56NEW,Wealthy,60 to 89 minutes,0.11,Wealthy,2018
Q56NEW,Wealthy,90 minutes or more,0.02,Wealthy,2018
Q56NEW,Wealthy,Refused,0.01,Wealthy,2018
Q61,Wealthy,A computer or tablet with internet access,0.92,Wealthy,2018
Q61,Wealthy,A smartphone,0.88,Wealthy,2018
Q61,Wealthy,A cell phone with text and calling only but no internet,0.15,Wealthy,2018
Q61,Wealthy,None of the above,0.05,Wealthy,2018
Q61,Wealthy,Refused,0,Wealthy,2018
Q62,Wealthy,Yes,0.05,Wealthy,2018
Q62,Wealthy,No,0.94,Wealthy,2018
Q62,Wealthy,Don't know,0,Wealthy,2018
Q62,Wealthy,Refused,0.01,Wealthy,2018
Q64,Wealthy,Yes,0.05,Wealthy,2018
Q64,Wealthy,No,0.94,Wealthy,2018
Q64,Wealthy,Don't know,0,Wealthy,2018
Q64,Wealthy,Refused,0.01,Wealthy,2018
Q64_GAS,Wealthy,Yes,0.05,Wealthy,2018
Q64_GAS,Wealthy,No,0.95,Wealthy,2018
Q64_GAS,Wealthy,Don't know,0,Wealthy,2018
Q64_GAS,Wealthy,Refused,0,Wealthy,2018
Q65,Wealthy,Yes,0.07,Wealthy,2018
Q65,Wealthy,No,0.92,Wealthy,2018
Q65,Wealthy,Don't know,0,Wealthy,2018
Q65,Wealthy,Refused,0.01,Wealthy,2018
Q65_1,Wealthy,Yes,0.26,Wealthy,2018
Q65_1,Wealthy,No,0.74,Wealthy,2018
Q65_1,Wealthy,Don't know,0,Wealthy,2018
Q65_1,Wealthy,Refused,0,Wealthy,2018
Q66,Wealthy,Yes,0.94,Wealthy,2018
Q66,Wealthy,No,0.04,Wealthy,2018
Q66,Wealthy,Don't know,0,Wealthy,2018
Q66,Wealthy,Refused,0.01,Wealthy,2018
Q68,Wealthy,Yes,0.07,Wealthy,2018
Q68,Wealthy,No,0.92,Wealthy,2018
Q68,Wealthy,Don't know,0,Wealthy,2018
Q68,Wealthy,Refused,0.01,Wealthy,2018
Q69,Wealthy,Yes,0.03,Wealthy,2018
Q69,Wealthy,No,0.96,Wealthy,2018
Q69,Wealthy,Don't know,0,Wealthy,2018
Q69,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM1,Wealthy,Yes,0.28,Wealthy,2018
DISCRIM1,Wealthy,No,0.7,Wealthy,2018
DISCRIM1,Wealthy,Don't know,0.01,Wealthy,2018
DISCRIM1,Wealthy,Refused,0.02,Wealthy,2018
DISCRIM1_2,Wealthy,Your Ancestry or National Origins,0.07,Wealthy,2018
DISCRIM1_2,Wealthy,Your Gender,0.4,Wealthy,2018
DISCRIM1_2,Wealthy,Your Race,0.16,Wealthy,2018
DISCRIM1_2,Wealthy,Your Age,0.2,Wealthy,2018
DISCRIM1_2,Wealthy,Your Religion,0,Wealthy,2018
DISCRIM1_2,Wealthy,Your Height,0.1,Wealthy,2018
DISCRIM1_2,Wealthy,Your Weight,0.11,Wealthy,2018
DISCRIM1_2,Wealthy,Some other Aspect of Your Physical Appearance,0.09,Wealthy,2018
DISCRIM1_2,Wealthy,Your Sexual Orientation,0.05,Wealthy,2018
DISCRIM1_2,Wealthy,Your Education or Income Level,0.11,Wealthy,2018
DISCRIM1_2,Wealthy,A physical disability,0.01,Wealthy,2018
DISCRIM1_2,Wealthy,Don't know,0.35,Wealthy,2018
DISCRIM1_2,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM1_1,Wealthy,Once every week or more,0,Wealthy,2018
DISCRIM1_1,Wealthy,A few times every month,0.02,Wealthy,2018
DISCRIM1_1,Wealthy,A few times every year,0.03,Wealthy,2018
DISCRIM1_1,Wealthy,A few times in the past 3 years,0.12,Wealthy,2018
DISCRIM1_1,Wealthy,Once,0.33,Wealthy,2018
DISCRIM1_1,Wealthy,Never in the past 3 years,0.5,Wealthy,2018
DISCRIM1_1,Wealthy,Don't know,0,Wealthy,2018
DISCRIM1_1,Wealthy,Refused,0,Wealthy,2018
DISCRIM2,Wealthy,Yes,0.06,Wealthy,2018
DISCRIM2,Wealthy,No,0.93,Wealthy,2018
DISCRIM2,Wealthy,Don't know,0,Wealthy,2018
DISCRIM2,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM2_2,Wealthy,Your Ancestry or National Origins,0.25,Wealthy,2018
DISCRIM2_2,Wealthy,Your Gender,0.17,Wealthy,2018
DISCRIM2_2,Wealthy,Your Race,0.27,Wealthy,2018
DISCRIM2_2,Wealthy,Your Age,0.15,Wealthy,2018
DISCRIM2_2,Wealthy,Your Religion,0.02,Wealthy,2018
DISCRIM2_2,Wealthy,Your Height,0,Wealthy,2018
DISCRIM2_2,Wealthy,Your Weight,0,Wealthy,2018
DISCRIM2_2,Wealthy,Some other Aspect of Your Physical Appearance,0.07,Wealthy,2018
DISCRIM2_2,Wealthy,Your Sexual Orientation,0,Wealthy,2018
DISCRIM2_2,Wealthy,Your Education or Income Level,0.01,Wealthy,2018
DISCRIM2_2,Wealthy,A physical disability,0,Wealthy,2018
DISCRIM2_2,Wealthy,Don't know,0.46,Wealthy,2018
DISCRIM2_2,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM2_1,Wealthy,Once every week or more,0.1,Wealthy,2018
DISCRIM2_1,Wealthy,A few times every month,0,Wealthy,2018
DISCRIM2_1,Wealthy,A few times every year,0,Wealthy,2018
DISCRIM2_1,Wealthy,A few times in the past 3 years,0.16,Wealthy,2018
DISCRIM2_1,Wealthy,Once,0.24,Wealthy,2018
DISCRIM2_1,Wealthy,Never in the past 3 years,0.49,Wealthy,2018
DISCRIM2_1,Wealthy,Don't know,0.01,Wealthy,2018
DISCRIM2_1,Wealthy,Refused,0,Wealthy,2018
DISCRIM3,Wealthy,Yes,0.11,Wealthy,2018
DISCRIM3,Wealthy,No,0.87,Wealthy,2018
DISCRIM3,Wealthy,Don't know,0.01,Wealthy,2018
DISCRIM3,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM4,Wealthy,Yes,0.03,Wealthy,2018
DISCRIM4,Wealthy,No,0.96,Wealthy,2018
DISCRIM4,Wealthy,Don't know,0,Wealthy,2018
DISCRIM4,Wealthy,Refused,0.01,Wealthy,2018
DISCRIM5,Wealthy,Yes,0.07,Wealthy,2018
DISCRIM5,Wealthy,No,0.9,Wealthy,2018
DISCRIM5,Wealthy,Don't know,0.03,Wealthy,2018
DISCRIM5,Wealthy,Refused,0,Wealthy,2018
Q77,Wealthy,Yes,0.95,Wealthy,2018
Q77,Wealthy,No,0.05,Wealthy,2018
Q77,Wealthy,Refused,0.01,Wealthy,2018
Q79,Wealthy,Yes,0.85,Wealthy,2018
Q79,Wealthy,No,0.14,Wealthy,2018
Q79,Wealthy,Refused,0.01,Wealthy,2018
Q80,Wealthy,Less than 5,0.09,Wealthy,2018
Q80,Wealthy,5 to 10,0.13,Wealthy,2018
Q80,Wealthy,11 to 20,0.11,Wealthy,2018
Q80,Wealthy,More than 20,0.65,Wealthy,2018
Q80,Wealthy,Refused,0.01,Wealthy,2018
MILITARY,Wealthy,Yes,0.05,Wealthy,2018
MILITARY,Wealthy,No,0.93,Wealthy,2018
MILITARY,Wealthy,Refused,0.02,Wealthy,2018
DISABILITY,Wealthy,Yes,0.08,Wealthy,2018
DISABILITY,Wealthy,No,0.91,Wealthy,2018
DISABILITY,Wealthy,Refused,0.01,Wealthy,2018
ENROLLED,Wealthy,Yes,0.3,Wealthy,2018
ENROLLED,Wealthy,No,0.7,Wealthy,2018
ENROLLED,Wealthy,Refused,0,Wealthy,2018
SOCI1,Wealthy,Lesbian or Gay,0.01,Wealthy,2018
SOCI1,Wealthy,"Straight, that is, not gay",0.88,Wealthy,2018
SOCI1,Wealthy,Bisexual,0.02,Wealthy,2018
SOCI1,Wealthy,Something else,0.03,Wealthy,2018
SOCI1,Wealthy,I don't know the answer,0.01,Wealthy,2018
SOCI1,Wealthy,Refused,0.04,Wealthy,2018
Q1,Suburban,Yes,0.88,Suburban,2018
Q1,Suburban,No,0.12,Suburban,2018
Q1,Suburban,Don't know,0,Suburban,2018
Q1,Suburban,Refused,0,Suburban,2018
Q2,Suburban,Much better,0.06,Suburban,2018
Q2,Suburban,Somewhat better,0.19,Suburban,2018
Q2,Suburban,About the same,0.57,Suburban,2018
Q2,Suburban,Somewhat worse,0.13,Suburban,2018
Q2,Suburban,Much worse,0.04,Suburban,2018
Q2,Suburban,Don't know,0.01,Suburban,2018
Q2,Suburban,Refused,0,Suburban,2018
Q4A,Suburban,Excellent,0.15,Suburban,2018
Q4A,Suburban,Good,0.41,Suburban,2018
Q4A,Suburban,Fair,0.26,Suburban,2018
Q4A,Suburban,Poor,0.09,Suburban,2018
Q4A,Suburban,Don't know enough about it in order to say,0.1,Suburban,2018
Q4A,Suburban,Refused,0,Suburban,2018
Q4D,Suburban,Excellent,0.42,Suburban,2018
Q4D,Suburban,Good,0.46,Suburban,2018
Q4D,Suburban,Fair,0.08,Suburban,2018
Q4D,Suburban,Poor,0.02,Suburban,2018
Q4D,Suburban,Don't know enough about it in order to say,0.02,Suburban,2018
Q4D,Suburban,Refused,0,Suburban,2018
Q4E,Suburban,Excellent,0.11,Suburban,2018
Q4E,Suburban,Good,0.42,Suburban,2018
Q4E,Suburban,Fair,0.26,Suburban,2018
Q4E,Suburban,Poor,0.08,Suburban,2018
Q4E,Suburban,Don't know enough about it in order to say,0.12,Suburban,2018
Q4E,Suburban,Refused,0,Suburban,2018
Q4F,Suburban,Excellent,0.53,Suburban,2018
Q4F,Suburban,Good,0.36,Suburban,2018
Q4F,Suburban,Fair,0.06,Suburban,2018
Q4F,Suburban,Poor,0.02,Suburban,2018
Q4F,Suburban,Don't know enough about it in order to say,0.03,Suburban,2018
Q4F,Suburban,Refused,0,Suburban,2018
Q4G,Suburban,Excellent,0.37,Suburban,2018
Q4G,Suburban,Good,0.48,Suburban,2018
Q4G,Suburban,Fair,0.1,Suburban,2018
Q4G,Suburban,Poor,0.03,Suburban,2018
Q4G,Suburban,Don't know enough about it in order to say,0.03,Suburban,2018
Q4G,Suburban,Refused,0,Suburban,2018
Q4H,Suburban,Excellent,0.34,Suburban,2018
Q4H,Suburban,Good,0.46,Suburban,2018
Q4H,Suburban,Fair,0.14,Suburban,2018
Q4H,Suburban,Poor,0.03,Suburban,2018
Q4H,Suburban,Don't know enough about it in order to say,0.03,Suburban,2018
Q4H,Suburban,Refused,0,Suburban,2018
Q5,Suburban,Yes,0.46,Suburban,2018
Q5,Suburban,No,0.54,Suburban,2018
Q5,Suburban,Don't know,0,Suburban,2018
Q5,Suburban,Refused,0,Suburban,2018
Q6,Suburban,Great influence,0.07,Suburban,2018
Q6,Suburban,Moderate influence,0.34,Suburban,2018
Q6,Suburban,A little influence,0.34,Suburban,2018
Q6,Suburban,No influence at all,0.21,Suburban,2018
Q6,Suburban,Don't know,0.03,Suburban,2018
Q6,Suburban,Refused,0,Suburban,2018
Q8,Suburban,Very often,0.12,Suburban,2018
Q8,Suburban,Fairly often,0.21,Suburban,2018
Q8,Suburban,Sometimes,0.34,Suburban,2018
Q8,Suburban,Almost never,0.24,Suburban,2018
Q8,Suburban,Never at all,0.09,Suburban,2018
Q8,Suburban,Don't know,0,Suburban,2018
Q8,Suburban,Refused,0,Suburban,2018
Q9,Suburban,Very often,0.9,Suburban,2018
Q9,Suburban,Fairly often,0.04,Suburban,2018
Q9,Suburban,Sometimes,0.03,Suburban,2018
Q9,Suburban,Almost never,0.01,Suburban,2018
Q9,Suburban,Never at all,0.01,Suburban,2018
Q9,Suburban,Don't know,0,Suburban,2018
Q9,Suburban,Refused,0,Suburban,2018
Q57,Suburban,"Single, never married",0.23,Suburban,2018
Q57,Suburban,Married or civil union,0.57,Suburban,2018
Q57,Suburban,Living with partner,0.04,Suburban,2018
Q57,Suburban,Separated,0.01,Suburban,2018
Q57,Suburban,Divorced,0.07,Suburban,2018
Q57,Suburban,Widowed,0.07,Suburban,2018
Q57,Suburban,Refused,0.01,Suburban,2018
Q60,Suburban,One,0.2,Suburban,2018
Q60,Suburban,Two,0.53,Suburban,2018
Q60,Suburban,Three,0.17,Suburban,2018
Q60,Suburban,Four or more,0.09,Suburban,2018
Q60,Suburban,Refused,0.01,Suburban,2018
Q58,Suburban,Refused,0.01,Suburban,2018
Q58,Suburban,No,0.66,Suburban,2018
Q58,Suburban,Yes,0.33,Suburban,2018
CHILDCARE,Suburban,Very easy,0.15,Suburban,2018
CHILDCARE,Suburban,Somewhat easy,0.27,Suburban,2018
CHILDCARE,Suburban,Somewhat hard,0.37,Suburban,2018
CHILDCARE,Suburban,Very hard,0.14,Suburban,2018
CHILDCARE,Suburban,Don't know,0.05,Suburban,2018
CHILDCARE,Suburban,Refused,0.01,Suburban,2018
Q11,Suburban,I own my home,0.74,Suburban,2018
Q11,Suburban,I rent my home,0.14,Suburban,2018
Q11,Suburban,I live with family or friends who own,0.09,Suburban,2018
Q11,Suburban,I live with family or friends who rent,0.01,Suburban,2018
Q11,Suburban,Other,0.01,Suburban,2018
Q11,Suburban,Refused,0.01,Suburban,2018
Q12,Suburban,Yes,0.16,Suburban,2018
Q12,Suburban,No,0.83,Suburban,2018
Q12,Suburban,Don't know,0,Suburban,2018
Q12,Suburban,Refused,0,Suburban,2018
MOVEYEAR,Suburban,Within the last 3 years,0.14,Suburban,2018
MOVEYEAR,Suburban,4 to 10 years ago,0.26,Suburban,2018
MOVEYEAR,Suburban,11 to 19 years ago,0.21,Suburban,2018
MOVEYEAR,Suburban,20 or more years ago,0.37,Suburban,2018
MOVEYEAR,Suburban,Refused,0.02,Suburban,2018
RECENTMOVE,Suburban,"Was living in the same building, facility, or housing development that I live in now",0.04,Suburban,2018
RECENTMOVE,Suburban,"Was living somewhere in the same neighborhood, town, or city as my current home",0.29,Suburban,2018
RECENTMOVE,Suburban,In a different town or city within <state2>,0.51,Suburban,2018
RECENTMOVE,Suburban,In another U.S. state (please specify),0.14,Suburban,2018
RECENTMOVE,Suburban,"In Puerto Rico, US Virgin Islands, or another U.S. territory",0,Suburban,2018
RECENTMOVE,Suburban,Somewhere outside of the United States,0.02,Suburban,2018
RECENTMOVE,Suburban,Don't know,0,Suburban,2018
RECENTMOVE,Suburban,Refused,0,Suburban,2018
OWNRECEMOV,Suburban,"Good financial decision (e.g., building equity, long term investment potential)",0.36,Suburban,2018
OWNRECEMOV,Suburban,Better quality or larger home,0.51,Suburban,2018
OWNRECEMOV,Suburban,Closer to work or school,0.21,Suburban,2018
OWNRECEMOV,Suburban,Better quality neighborhood or schools,0.32,Suburban,2018
OWNRECEMOV,Suburban,Relocated to a new city,0.17,Suburban,2018
OWNRECEMOV,Suburban,"Change in family status (e.g. marriage, divorce, children)",0.21,Suburban,2018
OWNRECEMOV,Suburban,Other,0.13,Suburban,2018
OWNRECEMOV,Suburban,Don't know,0,Suburban,2018
OWNRECEMOV,Suburban,Refused,0,Suburban,2018
RENTPREVST,Suburban,No,0.77,Suburban,2018
RENTPREVST,Suburban,Yes and I still own that home,0.09,Suburban,2018
RENTPREVST,Suburban,Yes and I sold that home,0.12,Suburban,2018
RENTPREVST,Suburban,Other,0.02,Suburban,2018
RENTPREVST,Suburban,Don't know,0,Suburban,2018
RENTPREVST,Suburban,Refused,0,Suburban,2018
RENTEVICT,Suburban,Yes,0.04,Suburban,2018
RENTEVICT,Suburban,No,0.96,Suburban,2018
RENTEVICT,Suburban,Don't know,0,Suburban,2018
RENTEVICT,Suburban,Refused,0,Suburban,2018
RENTEVICTRA,Suburban,Yes,0,Suburban,2018
RENTEVICTRA,Suburban,No,1,Suburban,2018
RENTEVICTRA,Suburban,Don't know,0,Suburban,2018
RENTEVICTRA,Suburban,Refused,0,Suburban,2018
RENTEVICTRAB,Suburban,Yes,0.04,Suburban,2018
RENTEVICTRAB,Suburban,No,0.96,Suburban,2018
RENTEVICTRAB,Suburban,Don't know,0,Suburban,2018
RENTEVICTRAB,Suburban,Refused,0,Suburban,2018
RENTEVICTRC,Suburban,Yes,0.02,Suburban,2018
RENTEVICTRC,Suburban,No,0.98,Suburban,2018
RENTEVICTRC,Suburban,Don't know,0,Suburban,2018
RENTEVICTRC,Suburban,Refused,0,Suburban,2018
RENTFORECLA,Suburban,Yes,0.19,Suburban,2018
RENTFORECLA,Suburban,No,0.81,Suburban,2018
RENTFORECLA,Suburban,Don't know,0,Suburban,2018
RENTFORECLA,Suburban,Refused,0,Suburban,2018
RENTFORECLB,Suburban,Yes,0.1,Suburban,2018
RENTFORECLB,Suburban,No,0.9,Suburban,2018
RENTFORECLB,Suburban,Don't know,0,Suburban,2018
RENTFORECLB,Suburban,Refused,0,Suburban,2018
RENTFORECLA,Suburban,Yes,0.14,Suburban,2018
RENTFORECLA,Suburban,No,0.86,Suburban,2018
RENTFORECLA,Suburban,Don't know,0,Suburban,2018
RENTFORECLA,Suburban,Refused,0,Suburban,2018
RENTMOVEOT,Suburban,Rent increased at previous home or apartment,0.09,Suburban,2018
RENTMOVEOT,Suburban,Landlord would not fix things at previous home or apartment,0.05,Suburban,2018
RENTMOVEOT,Suburban,To save money,0.27,Suburban,2018
RENTMOVEOT,Suburban,Better quality or larger home,0.32,Suburban,2018
RENTMOVEOT,Suburban,Closer to work or school,0.25,Suburban,2018
RENTMOVEOT,Suburban,Better quality neighborhood or schools,0.21,Suburban,2018
RENTMOVEOT,Suburban,Relocated to a new city,0.32,Suburban,2018
RENTMOVEOT,Suburban,"Change in family status (i.e. marriage, divorce, children)",0.19,Suburban,2018
RENTMOVEOT,Suburban,Other,0.14,Suburban,2018
RENTMOVEOT,Suburban,Don't know,0,Suburban,2018
RENTMOVEOT,Suburban,Refused,0.01,Suburban,2018
Q13R1,Suburban,Yes,0.43,Suburban,2018
Q13R1,Suburban,No,0.56,Suburban,2018
Q13R1,Suburban,Don't know,0,Suburban,2018
Q13R1,Suburban,Refused,0,Suburban,2018
Q13R2,Suburban,Yes,0.58,Suburban,2018
Q13R2,Suburban,No,0.37,Suburban,2018
Q13R2,Suburban,Don't know,0.05,Suburban,2018
Q13R2,Suburban,Refused,0,Suburban,2018
Q13R3,Suburban,None,0.48,Suburban,2018
Q13R3,Suburban,A little difficulty,0.17,Suburban,2018
Q13R3,Suburban,Moderate difficulty,0.24,Suburban,2018
Q13R3,Suburban,Substantial difficulty,0.11,Suburban,2018
Q13R3,Suburban,Don't know,0,Suburban,2018
Q13R3,Suburban,Refused,0,Suburban,2018
Q14R1,Suburban,Definitely no,0.32,Suburban,2018
Q14R1,Suburban,Probably no,0.27,Suburban,2018
Q14R1,Suburban,Probably yes,0.24,Suburban,2018
Q14R1,Suburban,Definitely yes,0.16,Suburban,2018
Q14R1,Suburban,Don't know,0.01,Suburban,2018
Q14R1,Suburban,Refused,0.01,Suburban,2018
Q14R2,Suburban,Very likely,0.46,Suburban,2018
Q14R2,Suburban,Somewhat likely,0.22,Suburban,2018
Q14R2,Suburban,Not very likely,0.2,Suburban,2018
Q14R2,Suburban,Not at all likely,0.12,Suburban,2018
Q14R2,Suburban,Don't know,0,Suburban,2018
Q14R2,Suburban,Refused,0,Suburban,2018
Q15,Suburban,Yes,0.79,Suburban,2018
Q15,Suburban,No,0.19,Suburban,2018
Q15,Suburban,Don't know,0.02,Suburban,2018
Q15,Suburban,Refused,0,Suburban,2018
Q17A,Suburban,Strongly agree,0.18,Suburban,2018
Q17A,Suburban,Somewhat agree,0.21,Suburban,2018
Q17A,Suburban,Somewhat disagree,0.19,Suburban,2018
Q17A,Suburban,Strongly disagree,0.41,Suburban,2018
Q17A,Suburban,Don't know,0.01,Suburban,2018
Q17A,Suburban,Refused,0.01,Suburban,2018
Q17B,Suburban,Strongly agree,0.25,Suburban,2018
Q17B,Suburban,Somewhat agree,0.21,Suburban,2018
Q17B,Suburban,Somewhat disagree,0.13,Suburban,2018
Q17B,Suburban,Strongly disagree,0.4,Suburban,2018
Q17B,Suburban,Don't know,0.01,Suburban,2018
Q17B,Suburban,Refused,0,Suburban,2018
Q17C,Suburban,Strongly agree,0.34,Suburban,2018
Q17C,Suburban,Somewhat agree,0.3,Suburban,2018
Q17C,Suburban,Somewhat disagree,0.14,Suburban,2018
Q17C,Suburban,Strongly disagree,0.2,Suburban,2018
Q17C,Suburban,Don't know,0.01,Suburban,2018
Q17C,Suburban,Refused,0,Suburban,2018
Q17E,Suburban,Strongly agree,0.37,Suburban,2018
Q17E,Suburban,Somewhat agree,0.32,Suburban,2018
Q17E,Suburban,Somewhat disagree,0.13,Suburban,2018
Q17E,Suburban,Strongly disagree,0.17,Suburban,2018
Q17E,Suburban,Don't know,0.01,Suburban,2018
Q17E,Suburban,Refused,0,Suburban,2018
Q17F,Suburban,Strongly agree,0.08,Suburban,2018
Q17F,Suburban,Somewhat agree,0.11,Suburban,2018
Q17F,Suburban,Somewhat disagree,0.19,Suburban,2018
Q17F,Suburban,Strongly disagree,0.61,Suburban,2018
Q17F,Suburban,Don't know,0.01,Suburban,2018
Q17F,Suburban,Refused,0,Suburban,2018
Q17G,Suburban,Strongly agree,0.62,Suburban,2018
Q17G,Suburban,Somewhat agree,0.31,Suburban,2018
Q17G,Suburban,Somewhat disagree,0.04,Suburban,2018
Q17G,Suburban,Strongly disagree,0.02,Suburban,2018
Q17G,Suburban,Don't know,0.01,Suburban,2018
Q17G,Suburban,Refused,0,Suburban,2018
Q17H,Suburban,Strongly agree,0.45,Suburban,2018
Q17H,Suburban,Somewhat agree,0.41,Suburban,2018
Q17H,Suburban,Somewhat disagree,0.06,Suburban,2018
Q17H,Suburban,Strongly disagree,0.02,Suburban,2018
Q17H,Suburban,Don't know,0.06,Suburban,2018
Q17H,Suburban,Refused,0,Suburban,2018
Q17I,Suburban,Strongly agree,0.39,Suburban,2018
Q17I,Suburban,Somewhat agree,0.45,Suburban,2018
Q17I,Suburban,Somewhat disagree,0.1,Suburban,2018
Q17I,Suburban,Strongly disagree,0.03,Suburban,2018
Q17I,Suburban,Don't know,0.04,Suburban,2018
Q17I,Suburban,Refused,0,Suburban,2018
Q18,Suburban,Very likely,0.56,Suburban,2018
Q18,Suburban,Somewhat likely,0.33,Suburban,2018
Q18,Suburban,Not very likely,0.05,Suburban,2018
Q18,Suburban,Not at all likely,0.01,Suburban,2018
Q18,Suburban,Don't know,0.05,Suburban,2018
Q18,Suburban,Refused,0,Suburban,2018
LIFECA,Suburban,Almost certain,0.5,Suburban,2018
LIFECA,Suburban,Very likely,0.44,Suburban,2018
LIFECA,Suburban,A toss up,0.04,Suburban,2018
LIFECA,Suburban,Not very likely,0.01,Suburban,2018
LIFECA,Suburban,Not at all likely,0,Suburban,2018
LIFECA,Suburban,Don't know,0.02,Suburban,2018
LIFECA,Suburban,Refused,0,Suburban,2018
LIFECB,Suburban,Almost certain,0.2,Suburban,2018
LIFECB,Suburban,Very likely,0.48,Suburban,2018
LIFECB,Suburban,A toss up,0.18,Suburban,2018
LIFECB,Suburban,Not very likely,0.08,Suburban,2018
LIFECB,Suburban,Not at all likely,0.02,Suburban,2018
