code,category,response,value,group,year
Q17E,Total,Somewhat agree,0.4,Total,2018
Q17E,Total,Somewhat disagree,0.13,Total,2018
Q17E,Total,Strongly disagree,0.06,Total,2018
Q17E,Total,Don't know,0.05,Total,2018
Q17E,Total,Refused,0,Total,2018
Q17F,Total,Strongly agree,0.17,Total,2018
Q17F,Total,Somewhat agree,0.24,Total,2018
Q17F,Total,Somewhat disagree,0.19,Total,2018
Q17F,Total,Strongly disagree,0.39,Total,2018
Q17F,Total,Don't know,0.02,Total,2018
Q17F,Total,Refused,0,Total,2018
Q17G,Total,Strongly agree,0.27,Total,2018
Q17G,Total,Somewhat agree,0.48,Total,2018
Q17G,Total,Somewhat disagree,0.1,Total,2018
Q17G,Total,Strongly disagree,0.12,Total,2018
Q17G,Total,Don't know,0.02,Total,2018
Q17G,Total,Refused,0,Total,2018
Q17H,Total,Strongly agree,0.18,Total,2018
Q17H,Total,Somewhat agree,0.39,Total,2018
Q17H,Total,Somewhat disagree,0.23,Total,2018
Q17H,Total,Strongly disagree,0.08,Total,2018
Q17H,Total,Don't know,0.13,Total,2018
Q17H,Total,Refused,0,Total,2018
Q17I,Total,Strongly agree,0.13,Total,2018
Q17I,Total,Somewhat agree,0.52,Total,2018
Q17I,Total,Somewhat disagree,0.19,Total,2018
Q17I,Total,Strongly disagree,0.1,Total,2018
Q17I,Total,Don't know,0.05,Total,2018
Q17I,Total,Refused,0,Total,2018
Q19,Total,Excellent,0.12,Total,2018
Q19,Total,Very good,0.43,Total,2018
Q19,Total,Good,0.3,Total,2018
Q19,Total,Fair,0.11,Total,2018
Q19,Total,Poor,0.04,Total,2018
Q19,Total,Don't know,0,Total,2018
Q19,Total,Refused,0.01,Total,2018
Q20,Total,Not at all satisfied,0.05,Total,2018
Q20,Total,Only a little bit satisfied,0.1,Total,2018
Q20,Total,Somewhat satisfied,0.36,Total,2018
Q20,Total,Mostly satisfied,0.26,Total,2018
Q20,Total,Completely satisfied,0.24,Total,2018
Q20,Total,Don't know,0,Total,2018
Q20,Total,Refused,0,Total,2018
Q21,Total,Not at all,0.08,Total,2018
Q21,Total,Only a little bit,0.09,Total,2018
Q21,Total,Somewhat,0.17,Total,2018
Q21,Total,Mostly,0.34,Total,2018
Q21,Total,Completely,0.33,Total,2018
Q21,Total,Don't know,0,Total,2018
Q21,Total,Refused,0,Total,2018
Q22,Total,Not at all,0.47,Total,2018
Q22,Total,Only a little bit,0.18,Total,2018
Q22,Total,Somewhat,0.2,Total,2018
Q22,Total,Mostly,0.08,Total,2018
Q22,Total,Completely,0.06,Total,2018
Q22,Total,Don't know,0.01,Total,2018
Q22,Total,Refused,0,Total,2018
Q23,Total,Not at all,0.1,Total,2018
Q23,Total,Only a little bit,0.19,Total,2018
Q23,Total,Somewhat,0.21,Total,2018
Q23,Total,Mostly,0.28,Total,2018
Q23,Total,Completely,0.2,Total,2018
Q23,Total,Don't know,0.02,Total,2018
Q23,Total,Refused,0,Total,2018
Q23PL,Total,Strongly agree,0.25,Total,2018
Q23PL,Total,Agree,0.27,Total,2018
Q23PL,Total,Slightly agree,0.25,Total,2018
Q23PL,Total,Neither agree nor disagree,0.14,Total,2018
Q23PL,Total,Slightly disagree,0.04,Total,2018
Q23PL,Total,Disagree,0.02,Total,2018
Q23PL,Total,Strongly disagree,0.04,Total,2018
Q23PL,Total,Don't know,0,Total,2018
Q23PL,Total,Refused,0,Total,2018
Q23A,Total,Yes,0.47,Total,2018
Q23A,Total,No,0.52,Total,2018
Q23A,Total,Don't know,0.01,Total,2018
Q23A,Total,Refused,0,Total,2018
Q23C,Total,Yes,0.2,Total,2018
Q23C,Total,No,0.8,Total,2018
Q23C,Total,Don't know,0,Total,2018
Q23C,Total,Refused,0,Total,2018
Q23D,Total,Yes,0.11,Total,2018
Q23D,Total,No,0.89,Total,2018
Q23D,Total,Don't know,0,Total,2018
Q23D,Total,Refused,0,Total,2018
Q23E,Total,Yes,0.19,Total,2018
Q23E,Total,No,0.81,Total,2018
Q23E,Total,Don't know,0,Total,2018
Q23E,Total,Refused,0,Total,2018
Q23E2,Total,Yes,0.56,Total,2018
Q23E2,Total,No,0.42,Total,2018
Q23E2,Total,Don't know,0.02,Total,2018
Q23E2,Total,Refused,0,Total,2018
Q23E2,Total,Asthma Rate,0.10640000000000001,Total,2018
BMIR,Total,Underweight,0.05,Total,2018
BMIR,Total,Normal weight,0.22,Total,2018
BMIR,Total,Overweight,0.38,Total,2018
BMIR,Total,Obese,0.35,Total,2018
Q26,Total,Yes,0.9,Total,2018
Q26,Total,No,0.09,Total,2018
Q26,Total,Don't know,0,Total,2018
Q26,Total,Refused,0.01,Total,2018
Q27,Total,Insurance obtained through a current or former employer or union,0.51,Total,2018
Q27,Total,Insurance purchased directly from an insurance company,0.06,Total,2018
Q27,Total,Medicare,0.25,Total,2018
Q27,Total,"Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan",0.22,Total,2018
Q27,Total,State Health Insurance Exchange such as Access Health CT or NY State of Health,0.08,Total,2018
Q27,Total,Any other type of health insurance plan,0.01,Total,2018
Q27,Total,Don't know,0.04,Total,2018
Q27,Total,Refused,0.01,Total,2018
Q28,Total,Yes,0.13,Total,2018
Q28,Total,No,0.87,Total,2018
Q28,Total,Don't know,0,Total,2018
Q28,Total,Refused,0,Total,2018
Q29,Total,Yes,0.26,Total,2018
Q29,Total,No,0.74,Total,2018
Q29,Total,Don't know,0,Total,2018
Q29,Total,Refused,0,Total,2018
Q31,Total,Yes,0.2,Total,2018
Q31,Total,No,0.8,Total,2018
Q31,Total,Don't know,0,Total,2018
Q31,Total,Refused,0,Total,2018
Q32,Total,Yes,0.82,Total,2018
Q32,Total,No,0.18,Total,2018
Q32,Total,Don't know,0,Total,2018
Q32,Total,Refused,0,Total,2018
Q34,Total,None,0.74,Total,2018
Q34,Total,1 to 2,0.19,Total,2018
Q34,Total,3 or more,0.07,Total,2018
Q34,Total,Don't know,0,Total,2018
Q34,Total,Refused,0,Total,2018
Q35,Total,Within the last 6 months,0.49,Total,2018
Q35,Total,More than 6 months but less than a year,0.18,Total,2018
Q35,Total,More than a year but less than two years,0.16,Total,2018
Q35,Total,More than two years ago,0.15,Total,2018
Q35,Total,Never have gone to a dentist,0.02,Total,2018
Q35,Total,Don't know,0,Total,2018
Q35,Total,Refused,0,Total,2018
Q37_1,Total,Always,0.35,Total,2018
Q37_1,Total,Usually,0.2,Total,2018
Q37_1,Total,Sometimes,0.27,Total,2018
Q37_1,Total,Rarely,0.11,Total,2018
Q37_1,Total,Never,0.07,Total,2018
Q37_1,Total,Don't know,0,Total,2018
Q37_1,Total,Refused,0,Total,2018
Q37_2,Total,Not at all,0.62,Total,2018
Q37_2,Total,Several days,0.18,Total,2018
Q37_2,Total,More than half the days,0.03,Total,2018
Q37_2,Total,Nearly every day,0.12,Total,2018
Q37_2,Total,Don't know,0.05,Total,2018
Q37_2,Total,Refused,0,Total,2018
Q37_3,Total,Not at all,0.71,Total,2018
Q37_3,Total,Several days,0.17,Total,2018
Q37_3,Total,More than half the days,0.08,Total,2018
Q37_3,Total,Nearly every day,0.03,Total,2018
Q37_3,Total,Don't know,0,Total,2018
Q37_3,Total,Refused,0,Total,2018
Q38,Total,None,0.29,Total,2018
Q38,Total,One,0.07,Total,2018
Q38,Total,Two,0.15,Total,2018
Q38,Total,Three,0.21,Total,2018
Q38,Total,Four,0.08,Total,2018
Q38,Total,Five,0.1,Total,2018
Q38,Total,Six,0.02,Total,2018
Q38,Total,Seven,0.08,Total,2018
Q38,Total,Don't know,0.02,Total,2018
Q38,Total,Refused,0,Total,2018
Q39,Total,Yes,0.35,Total,2018
Q39,Total,No,0.65,Total,2018
Q39,Total,Don't know,0.01,Total,2018
Q39,Total,Refused,0,Total,2018
Q40,Total,Every day,0.49,Total,2018
Q40,Total,Some days,0.05,Total,2018
Q40,Total,Not at all,0.46,Total,2018
Q40,Total,Don't know,0,Total,2018
Q40,Total,Refused,0,Total,2018
Q40,Total,Smoking Rate,0.189,Total,2018
Q42,Total,Yes,0.28,Total,2018
Q42,Total,No,0.72,Total,2018
Q42,Total,Don't know,0,Total,2018
Q42,Total,Refused,0,Total,2018
Q43,Total,None,0.48,Total,2018
Q43,Total,One to five,0.37,Total,2018
Q43,Total,Six to twenty-nine,0.11,Total,2018
Q43,Total,Everyday,0.04,Total,2018
Q43,Total,Don't know,0,Total,2018
Q43,Total,Refused,0,Total,2018
ALCOHOL,Total,None,0.67,Total,2018
ALCOHOL,Total,One to five,0.23,Total,2018
ALCOHOL,Total,Six to ten,0.02,Total,2018
ALCOHOL,Total,More than ten,0.05,Total,2018
ALCOHOL,Total,Don't know,0.03,Total,2018
ALCOHOL,Total,Refused,0,Total,2018
POT1,Total,None,0.82,Total,2018
POT1,Total,One to five,0.13,Total,2018
POT1,Total,Six to ten,0,Total,2018
POT1,Total,More than ten,0.05,Total,2018
POT1,Total,Don't know,0,Total,2018
POT1,Total,Refused,0,Total,2018
OPIOID2,Total,No,0.77,Total,2018
OPIOID2,Total,"Yes, one person",0.12,Total,2018
OPIOID2,Total,"Yes, 2 to 4 people",0.06,Total,2018
OPIOID2,Total,"Yes, 5 or more people",0.05,Total,2018
OPIOID2,Total,Don't know,0,Total,2018
OPIOID2,Total,Refused,0,Total,2018
OPIOID4,Total,No,0.8,Total,2018
OPIOID4,Total,"Yes, one person",0.1,Total,2018
OPIOID4,Total,"Yes, 2 to 4 people",0.07,Total,2018
OPIOID4,Total,"Yes, 5 or more people",0.02,Total,2018
OPIOID4,Total,Don't know,0.01,Total,2018
OPIOID4,Total,Refused,0,Total,2018
Q44,Total,Living comfortably,0.24,Total,2018
Q44,Total,Doing alright,0.32,Total,2018
Q44,Total,Just getting by,0.29,Total,2018
Q44,Total,Finding it difficult,0.05,Total,2018
Q44,Total,Finding it very difficult,0.1,Total,2018
Q44,Total,Don't know,0,Total,2018
Q44,Total,Refused,0,Total,2018
Q47,Total,Yes,0.59,Total,2018
Q47,Total,"No, but would like to work",0.09,Total,2018
Q47,Total,"No, retired",0.15,Total,2018
Q47,Total,"No, homemaker",0.06,Total,2018
Q47,Total,"No, full time student",0.02,Total,2018
Q47,Total,"No, disabled",0.08,Total,2018
Q47,Total,"No, other",0.02,Total,2018
Q47,Total,Refused,0,Total,2018
Q49,Total,Full time,0.73,Total,2018
Q49,Total,Part time,0.26,Total,2018
Q49,Total,Other,0.01,Total,2018
Q49,Total,Refused,0,Total,2018
Q56,Total,Drive myself,0.66,Total,2018
Q56,Total,Get a ride with friends or family,0.11,Total,2018
Q56,Total,Public bus system,0.16,Total,2018
Q56,Total,Train or railroad,0,Total,2018
Q56,Total,Walk,0.01,Total,2018
Q56,Total,Bicycle,0.04,Total,2018
Q56,Total,Take a taxi,0,Total,2018
Q56,Total,Ride paratransit,0,Total,2018
Q56,Total,Other,0.01,Total,2018
Q56,Total,I took no trips last month/Homebound,0,Total,2018
Q56,Total,Don't know,0,Total,2018
Q56,Total,Refused,0,Total,2018
Q62,Total,Yes,0.18,Total,2018
Q62,Total,No,0.82,Total,2018
Q62,Total,Don't know,0,Total,2018
Q62,Total,Refused,0,Total,2018
Q64,Total,Yes,0.1,Total,2018
Q64,Total,No,0.89,Total,2018
Q64,Total,Don't know,0,Total,2018
Q64,Total,Refused,0,Total,2018
Q64_GAS,Total,Yes,0.25,Total,2018
Q64_GAS,Total,No,0.75,Total,2018
Q64_GAS,Total,Don't know,0,Total,2018
Q64_GAS,Total,Refused,0,Total,2018
Q65,Total,Yes,0.19,Total,2018
Q65,Total,No,0.81,Total,2018
Q65,Total,Don't know,0,Total,2018
Q65,Total,Refused,0,Total,2018
Q66,Total,Yes,0.87,Total,2018
Q66,Total,No,0.13,Total,2018
Q66,Total,Don't know,0,Total,2018
Q66,Total,Refused,0,Total,2018
Q68,Total,Yes,0.09,Total,2018
Q68,Total,No,0.9,Total,2018
Q68,Total,Don't know,0,Total,2018
Q68,Total,Refused,0,Total,2018
Q69,Total,Yes,0.11,Total,2018
Q69,Total,No,0.89,Total,2018
Q69,Total,Don't know,0,Total,2018
Q69,Total,Refused,0,Total,2018
DISCRIM2,Total,Yes,0.15,Total,2018
DISCRIM2,Total,No,0.85,Total,2018
DISCRIM2,Total,Don't know,0,Total,2018
DISCRIM2,Total,Refused,0,Total,2018
DISCRIM5,Total,Yes,0.13,Total,2018
DISCRIM5,Total,No,0.85,Total,2018
DISCRIM5,Total,Don't know,0.02,Total,2018
DISCRIM5,Total,Refused,0,Total,2018
Q77,Total,Yes,0.86,Total,2018
Q77,Total,No,0.14,Total,2018
Q77,Total,Refused,0,Total,2018
Q79,Total,Yes,0.77,Total,2018
Q79,Total,No,0.23,Total,2018
Q79,Total,Refused,0,Total,2018
SOCI1,Total,Lesbian or Gay,0.05,Total,2018
SOCI1,Total,"Straight, that is, not gay",0.87,Total,2018
SOCI1,Total,Bisexual,0.05,Total,2018
SOCI1,Total,Something else,0.02,Total,2018
SOCI1,Total,I don't know the answer,0,Total,2018
SOCI1,Total,Refused,0,Total,2018
SOCI2,Total,"Yes, Transgender male to female",0,Total,2018
SOCI2,Total,"Yes, Transgender female to male",0,Total,2018
SOCI2,Total,"Yes, Transgender, gender nonconforming",0,Total,2018
SOCI2,Total,No,0.996,Total,2018
SOCI2,Total,Don't know/Not sure,0.004,Total,2018
SOCI2,Total,Refused,0,Total,2018
